CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents
08/30/2017,1404,9S,1100 NANTICOKE ST,SHOOTING,,FIREARM,932,SOUTHERN,Washington Village/Pigtow,-76.63084,39.28088,"(39.28088, -76.63084)",Street,1
08/30/2017,1357,1F,700 KEVIN RD,HOMICIDE,,FIREARM,822,SOUTHWESTERN,Rognel Heights,-76.68665,39.29619,"(39.29619, -76.68665)",Street,1
08/29/2017,2030,9S,5900 GLENFALLS AV,SHOOTING,,FIREARM,425,NORTHEASTERN,Glenham-Belhar,-76.54233,39.34625,"(39.34625, -76.54233)",Street,1
08/29/2017,2030,9S,5900 GLENFALLS AV,SHOOTING,,FIREARM,425,NORTHEASTERN,Glenham-Belhar,-76.54233,39.34625,"(39.34625, -76.54233)",Street,1
08/28/2017,2205,1O,2400 E MONUMENT ST,HOMICIDE,,OTHER,323,EASTERN,Milton-Montford,-76.58362,39.29882,"(39.29882, -76.58362)",Street,1
08/28/2017,2035,9S,1600 N SMALLWOOD ST,SHOOTING,,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65256,39.30663,"(39.30663, -76.65256)",Street,1
08/28/2017,1940,9S,3100 BAKER ST,SHOOTING,,FIREARM,813,SOUTHWESTERN,Rosemont,-76.66936,39.30585,"(39.30585, -76.66936)",Street,1
08/27/2017,2249,9S,2400 LINDEN AV,SHOOTING,,FIREARM,133,CENTRAL,Reservoir Hill,-76.63569,39.31392,"(39.31392, -76.63569)",Street,1
08/27/2017,1819,9S,2000 JEFFERSON ST,SHOOTING,,FIREARM,321,EASTERN,CARE,-76.58894,39.29649,"(39.29649, -76.58894)",Street,1
08/27/2017,1819,9S,2000 JEFFERSON ST,SHOOTING,,FIREARM,321,EASTERN,CARE,-76.58894,39.29649,"(39.29649, -76.58894)",Street,1
08/27/2017,1819,9S,2000 JEFFERSON ST,SHOOTING,,FIREARM,321,EASTERN,CARE,-76.58894,39.29649,"(39.29649, -76.58894)",Street,1
08/26/2017,2325,9S,1300 N LUZERNE AV,SHOOTING,,FIREARM,332,EASTERN,Berea,-76.5813,39.30621,"(39.30621, -76.5813)",Dwelling,1
08/26/2017,934,9S,3300 ELMORA AV,SHOOTING,,FIREARM,434,NORTHEASTERN,Four By Four,-76.57698,39.31592,"(39.31592, -76.57698)",Street,1
08/26/2017,300,1K,1000 HILLEN ST,HOMICIDE,,KNIFE,312,EASTERN,Penn-Fallsway,-76.60739,39.29554,"(39.29554, -76.60739)",Street,1
08/25/2017,2235,1F,200 N BOND ST,HOMICIDE,,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,-76.59594,39.29366,"(39.29366, -76.59594)",Street,1
08/25/2017,2054,1F,200 COLLINS AV,HOMICIDE,,FIREARM,843,SOUTHWESTERN,Irvington,-76.68338,39.28292,"(39.28292, -76.68338)",Street,1
08/25/2017,2054,9S,200 COLLINS AV,SHOOTING,,FIREARM,843,SOUTHWESTERN,Irvington,-76.68338,39.28292,"(39.28292, -76.68338)",Street,1
08/25/2017,328,9S,3800 SINCLAIR LA,SHOOTING,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.56323,39.31375,"(39.31375, -76.56323)",Street,1
08/24/2017,1336,9S,2100 WHITTIER AV,SHOOTING,,FIREARM,731,WESTERN,Mondawmin,-76.65002,39.31523,"(39.31523, -76.65002)",Street,1
08/24/2017,1008,9S,2200 N FULTON AV,SHOOTING,,FIREARM,732,WESTERN,Parkview/Woodbrook,-76.64624,39.3133,"(39.3133, -76.64624)",Street,1
08/24/2017,459,9S,6100 CARDIFF AV,SHOOTING,,FIREARM,233,SOUTHEASTERN,Medford,-76.54352,39.27629,"(39.27629, -76.54352)",Street,1
08/24/2017,459,9S,6100 CARDIFF AV,SHOOTING,,FIREARM,233,SOUTHEASTERN,Medford,-76.54352,39.27629,"(39.27629, -76.54352)",Street,1
08/23/2017,2247,9S,4400 FREDERICK AV,SHOOTING,,FIREARM,822,SOUTHWESTERN,Irvington,-76.68862,39.28161,"(39.28161, -76.68862)",Street,1
08/23/2017,1628,9S,2600 ASHLAND AV,SHOOTING,,FIREARM,323,EASTERN,Madison-Eastend,-76.58058,39.30106,"(39.30106, -76.58058)",Street,1
08/23/2017,212,9S,5400 YORK RD,SHOOTING,,FIREARM,523,NORTHERN,Homeland,-76.60992,39.35565,"(39.35565, -76.60992)",Street,1
08/23/2017,212,9S,5400 YORK RD,SHOOTING,,FIREARM,523,NORTHERN,Homeland,-76.60992,39.35565,"(39.35565, -76.60992)",Street,1
08/22/2017,2145,9S,3500 W ROGERS AV,SHOOTING,,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,-76.68235,39.35232,"(39.35232, -76.68235)",Street,1
08/22/2017,1348,1F,500 N FREMONT AV,HOMICIDE,,FIREARM,713,WESTERN,Harlem Park,-76.63196,39.29448,"(39.29448, -76.63196)",Street,1
08/22/2017,1229,1F,6600 WALTHER AV,HOMICIDE,,FIREARM,425,NORTHEASTERN,Rosemont East,-76.53985,39.35699,"(39.35699, -76.53985)",Street,1
08/21/2017,2137,9S,2100 AIKEN ST,SHOOTING,,FIREARM,342,EASTERN,East Baltimore Midway,-76.6006,39.31395,"(39.31395, -76.6006)",Street,1
08/21/2017,2042,9S,1200 W NORTH AV,SHOOTING,,FIREARM,733,WESTERN,Penn North,-76.63707,39.31032,"(39.31032, -76.63707)",Street,1
08/21/2017,1732,9S,900 N MONROE ST,SHOOTING,,FIREARM,722,WESTERN,Midtown-Edmondson,-76.64757,39.29912,"(39.29912, -76.64757)",Street,1
08/21/2017,1528,9S,1600 ELMTREE ST,SHOOTING,,FIREARM,911,SOUTHERN,Curtis Bay,-76.58784,39.22456,"(39.22456, -76.58784)",Alley,1
08/21/2017,1302,9S,2700 JEFFERSON ST,SHOOTING,,FIREARM,221,SOUTHEASTERN,McElderry Park,-76.5789,39.29689,"(39.29689, -76.5789)",Street,1
08/21/2017,935,1F,3400 COTTAGE AV,HOMICIDE,,FIREARM,612,NORTHWESTERN,Park Circle,-76.65735,39.32754,"(39.32754, -76.65735)",Street,1
08/21/2017,935,9S,3400 COTTAGE AV,SHOOTING,,FIREARM,612,NORTHWESTERN,Park Circle,-76.65735,39.32754,"(39.32754, -76.65735)",Street,1
08/21/2017,935,9S,3400 COTTAGE AV,SHOOTING,,FIREARM,612,NORTHWESTERN,Park Circle,-76.65735,39.32754,"(39.32754, -76.65735)",Street,1
08/21/2017,935,9S,3400 COTTAGE AV,SHOOTING,,FIREARM,612,NORTHWESTERN,Park Circle,-76.65735,39.32754,"(39.32754, -76.65735)",Street,1
08/19/2017,2346,1F,1700 N DURHAM ST,HOMICIDE,,FIREARM,331,EASTERN,Broadway East,-76.59229,39.31007,"(39.31007, -76.59229)",Street,1
08/19/2017,935,1F,2700 THE ALAMEDA,HOMICIDE,,FIREARM,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59128,39.32156,"(39.32156, -76.59128)",Street,1
08/19/2017,240,9S,500 ANNABEL AV,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.60315,39.23783,"(39.23783, -76.60315)",Street,1
08/17/2017,2336,9S,300 N BROADWAY,SHOOTING,,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,-76.59419,39.29468,"(39.29468, -76.59419)",Parking Lo,1
08/17/2017,2144,1F,500 EDGEWOOD ST,HOMICIDE,,FIREARM,843,SOUTHWESTERN,Allendale,-76.67551,39.29285,"(39.29285, -76.67551)",Street,1
08/17/2017,1458,9S,1800 N PORT ST,SHOOTING,,FIREARM,331,EASTERN,Broadway East,-76.58383,39.31147,"(39.31147, -76.58383)",Street,1
08/17/2017,1438,1K,1000 W NORTH AV,HOMICIDE,,KNIFE,132,CENTRAL,Madison Park,-76.63421,39.31028,"(39.31028, -76.63421)",Gas Statio,1
08/16/2017,1048,1F,2500 PENNSYLVANIA AV,HOMICIDE,,FIREARM,733,WESTERN,Penn North,-76.64275,39.31022,"(39.31022, -76.64275)",Vehicle,1
08/16/2017,9,9S,1700 E LAFAYETTE AV,SHOOTING,,FIREARM,331,EASTERN,Broadway East,-76.59442,39.31071,"(39.31071, -76.59442)",Street,1
08/15/2017,2328,9S,4300 WILLSHIRE AV,SHOOTING,,FIREARM,444,NORTHEASTERN,Frankford,-76.54832,39.33842,"(39.33842, -76.54832)",Vehicle,1
08/15/2017,1855,9S,1500 E 35TH ST,SHOOTING,,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59423,39.33097,"(39.33097, -76.59423)",Street,1
08/15/2017,1855,9S,1500 E 35TH ST,SHOOTING,,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59423,39.33097,"(39.33097, -76.59423)",Street,1
08/15/2017,841,9S,0 N CATHERINE ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Shipley Hill,-76.65645,39.2881,"(39.2881, -76.65645)",Street,1
08/14/2017,2134,9S,1400 PENNSYLVANIA AV,SHOOTING,,FIREARM,123,CENTRAL,Upton,-76.63187,39.30125,"(39.30125, -76.63187)",Street,1
08/14/2017,2134,9S,1400 PENNSYLVANIA AV,SHOOTING,,FIREARM,123,CENTRAL,Upton,-76.63187,39.30125,"(39.30125, -76.63187)",Street,1
08/14/2017,1910,9S,900 E PATAPSCO AV,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.59753,39.2348,"(39.2348, -76.59753)",Dwelling,1
08/14/2017,1900,9S,0 S PULASKI ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Boyd-Booth,-76.65004,39.28716,"(39.28716, -76.65004)",Street,1
08/14/2017,1705,9S,500 N FREMONT AV,SHOOTING,,FIREARM,713,WESTERN,Harlem Park,-76.63196,39.29448,"(39.29448, -76.63196)",Street,1
08/14/2017,1417,9S,2900 EDGEWOOD ST,SHOOTING,,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,-76.67684,39.3208,"(39.3208, -76.67684)",Street,1
08/14/2017,1230,1F,1600 ABBOTSTON ST,HOMICIDE,,FIREARM,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59425,39.32279,"(39.32279, -76.59425)",Street,1
08/13/2017,1355,9S,3700 S HANOVER ST,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.61013,39.23744,"(39.23744, -76.61013)",Street,1
08/13/2017,1355,9S,3700 S HANOVER ST,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.61013,39.23744,"(39.23744, -76.61013)",Street,1
08/13/2017,1355,9S,3700 S HANOVER ST,SHOOTING,,FIREARM,913,SOUTHERN,Brooklyn,-76.61013,39.23744,"(39.23744, -76.61013)",Street,1
08/12/2017,1644,1F,1500 HOLBROOK ST,HOMICIDE,,FIREARM,343,EASTERN,Oliver,-76.60318,39.3073,"(39.3073, -76.60318)",Vehicle,1
08/11/2017,2200,1F,0 N ABINGTON AV,HOMICIDE,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.6711,39.28604,"(39.28604, -76.6711)",Street,1
08/11/2017,2200,9S,0 N ABINGTON AV,SHOOTING,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.6711,39.28604,"(39.28604, -76.6711)",Street,1
08/11/2017,1348,9S,3000 KENTUCKY AV,SHOOTING,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.57061,39.32381,"(39.32381, -76.57061)",Street,1
08/11/2017,526,1F,5000 YORK RD,HOMICIDE,,FIREARM,521,NORTHERN,Radnor-Winston,-76.60971,39.34912,"(39.34912, -76.60971)",Street,1
08/11/2017,57,1F,4100 CHESTERFIELD AV,HOMICIDE,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.56161,39.31514,"(39.31514, -76.56161)",,1
08/10/2017,2041,9S,2500 BOYD ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Shipley Hill,-76.65671,39.28627,"(39.28627, -76.65671)",Street,1
08/10/2017,2013,9S,2300 W LAFAYETTE AV,SHOOTING,,FIREARM,723,WESTERN,Bridgeview/Greenlawn,-76.65368,39.29855,"(39.29855, -76.65368)",Street,1
08/10/2017,2013,9S,2300 W LAFAYETTE AV,SHOOTING,,FIREARM,723,WESTERN,Bridgeview/Greenlawn,-76.65368,39.29855,"(39.29855, -76.65368)",Street,1
08/10/2017,1722,9S,2000 PENROSE AV,SHOOTING,,FIREARM,714,WESTERN,Penrose/Fayette Street Ou,-76.64941,39.29123,"(39.29123, -76.64941)",Street,1
08/10/2017,757,1F,5100 LINDEN HEIGHTS AV,HOMICIDE,,FIREARM,613,NORTHWESTERN,Langston Hughes,-76.68204,39.34288,"(39.34288, -76.68204)",Street,1
08/09/2017,1859,9S,2300 WILKENS AV,SHOOTING,,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,-76.65213,39.28031,"(39.28031, -76.65213)",Street,1
08/08/2017,2202,1F,4500 EDMONDSON AV,HOMICIDE,,FIREARM,822,SOUTHWESTERN,Rognel Heights,-76.69257,39.2935,"(39.2935, -76.69257)",Common Bus,1
08/08/2017,2043,9S,4900 WRIGHT AV,SHOOTING,,FIREARM,433,NORTHEASTERN,Armistead Gardens,-76.55774,39.30835,"(39.30835, -76.55774)",Street,1
08/08/2017,121,1F,1600 W FRANKLIN ST,HOMICIDE,,FIREARM,713,WESTERN,Harlem Park,-76.64288,39.29403,"(39.29403, -76.64288)",Street,1
08/08/2017,115,9S,1600 W LEXINGTON ST,SHOOTING,,FIREARM,711,WESTERN,Franklin Square,-76.64262,39.29073,"(39.29073, -76.64262)",Street,1
08/07/2017,2231,9S,3000 MONDAWMIN AV,SHOOTING,,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,-76.66861,39.31533,"(39.31533, -76.66861)",Street,1
08/07/2017,1417,9S,4600 LIBERTY HEIGHTS AV,SHOOTING,,FIREARM,622,NORTHWESTERN,Howard Park,-76.69452,39.33103,"(39.33103, -76.69452)",Common Bus,1
08/07/2017,108,1F,1700 RUXTON AV,HOMICIDE,,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65503,39.30774,"(39.30774, -76.65503)",Street,1
08/06/2017,2212,9S,800 N CAREY ST,SHOOTING,,FIREARM,713,WESTERN,Harlem Park,-76.63867,39.29792,"(39.29792, -76.63867)",Street,1
08/06/2017,2154,9S,2800 WOODBROOK AV,SHOOTING,,FIREARM,732,WESTERN,Parkview/Woodbrook,-76.64654,39.31466,"(39.31466, -76.64654)",Street,1
08/06/2017,1617,9S,100 N HOWARD ST,SHOOTING,,FIREARM,111,CENTRAL,Downtown,-76.61954,39.29054,"(39.29054, -76.61954)",Street,1
08/05/2017,2157,1F,1600 GERTRUDE ST,HOMICIDE,,FIREARM,813,SOUTHWESTERN,Northwest Community Actio,-76.66456,39.30605,"(39.30605, -76.66456)",Street,1
08/05/2017,1700,1F,1200 SARGEANT ST,HOMICIDE,,FIREARM,932,SOUTHERN,Washington Village/Pigtow,-76.63455,39.2821,"(39.2821, -76.63455)",Street,1
08/05/2017,1509,9S,4800 PARK HEIGHTS AV,SHOOTING,,FIREARM,614,NORTHWESTERN,Central Park Heights,-76.67147,39.34523,"(39.34523, -76.67147)",Street,1
08/03/2017,2314,9S,300 ST PAUL ST,SHOOTING,,FIREARM,111,CENTRAL,Downtown,-76.6135,39.29254,"(39.29254, -76.6135)",Hospital,1
08/03/2017,2040,9S,300 N MONASTERY AV,SHOOTING,,FIREARM,842,SOUTHWESTERN,Allendale,-76.67352,39.29022,"(39.29022, -76.67352)",Dwelling,1
08/03/2017,7,9S,1000 Tunbridge Rd,SHOOTING,,FIREARM,523,NORTHERN,Cameron Village,-76.59879,39.35583,"(39.35583, -76.59879)",Dwelling,1
08/02/2017,2233,1K,3500 PULASKI HWY,HOMICIDE,,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,-76.56868,39.29613,"(39.29613, -76.56868)",Street,1
08/02/2017,2155,1F,2500 FRANCIS ST,HOMICIDE,,FIREARM,733,WESTERN,Penn North,-76.64216,39.31283,"(39.31283, -76.64216)",Street,1
08/02/2017,1212,9S,900 N BROADWAY,SHOOTING,,FIREARM,313,EASTERN,Gay Street,-76.59457,39.30056,"(39.30056, -76.59457)",Street,1
08/02/2017,1212,9S,900 N BROADWAY,SHOOTING,,FIREARM,313,EASTERN,Gay Street,-76.59457,39.30056,"(39.30056, -76.59457)",Street,1
08/02/2017,1212,9S,900 N BROADWAY,SHOOTING,,FIREARM,313,EASTERN,Gay Street,-76.59457,39.30056,"(39.30056, -76.59457)",Street,1
08/02/2017,1212,9S,900 N BROADWAY,SHOOTING,,FIREARM,313,EASTERN,Gay Street,-76.59457,39.30056,"(39.30056, -76.59457)",Street,1
08/01/2017,1704,1F,900 ABBOTT CT,HOMICIDE,,FIREARM,312,EASTERN,Oldtown,-76.60381,39.30126,"(39.30126, -76.60381)",Street,1
08/01/2017,105,1F,2600 E MADISON ST,HOMICIDE,,FIREARM,323,EASTERN,Madison-Eastend,-76.58089,39.29999,"(39.29999, -76.58089)",Street,1
07/30/2017,2347,9S,300 MC MECHEN ST,SHOOTING,,FIREARM,132,CENTRAL,Bolton Hill,-76.62839,39.30695,"(39.30695, -76.62839)",Parking Lo,1
07/30/2017,1847,9S,1600 E EAGER ST,SHOOTING,,FIREARM,313,EASTERN,Gay Street,-76.59623,39.30183,"(39.30183, -76.59623)",Street,1
07/30/2017,1250,1F,4300 PENNINGTON AV,HOMICIDE,,FIREARM,911,SOUTHERN,Curtis Bay,-76.58863,39.22675,"(39.22675, -76.58863)",Street,1
07/30/2017,1054,9S,2800 CARVER RD,SHOOTING,,FIREARM,922,SOUTHERN,Cherry Hill,-76.62617,39.24741,"(39.24741, -76.62617)",Street,1
07/29/2017,2104,1F,2300 MOSHER ST,HOMICIDE,,FIREARM,723,WESTERN,Bridgeview/Greenlawn,-76.65412,39.29961,"(39.29961, -76.65412)",Alley,1
07/29/2017,2043,9S,1700 COLE ST,SHOOTING,,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,-76.64358,39.28217,"(39.28217, -76.64358)",Street,1
07/29/2017,800,9S,3700 N ROGERS AV,SHOOTING,,FIREARM,623,NORTHWESTERN,Grove Park,-76.70322,39.33591,"(39.33591, -76.70322)",Public Are,1
07/28/2017,2300,9S,2500 MC ELDERRY ST,SHOOTING,,FIREARM,221,SOUTHEASTERN,McElderry Park,-76.58178,39.29779,"(39.29779, -76.58178)",Street,1
07/28/2017,1547,9S,2000 BEECHWOOD AV,SHOOTING,,FIREARM,821,SOUTHWESTERN,Franklintown,-76.70579,39.30535,"(39.30535, -76.70579)",Street,1
07/28/2017,1242,1F,4200 FLOWERTON RD,HOMICIDE,,FIREARM,822,SOUTHWESTERN,Rognel Heights,-76.68681,39.29847,"(39.29847, -76.68681)",Street,1
07/27/2017,2259,1F,4600 BELVIEU AV,HOMICIDE,,FIREARM,622,NORTHWESTERN,Howard Park,-76.69786,39.33872,"(39.33872, -76.69786)",Vehicle,1
07/27/2017,2259,9S,4600 BELVIEU AV,SHOOTING,,FIREARM,622,NORTHWESTERN,Howard Park,-76.69786,39.33872,"(39.33872, -76.69786)",Vehicle,1
07/26/2017,1603,1F,1200 GREENMOUNT AV,HOMICIDE,,FIREARM,311,EASTERN,Johnston Square,-76.60798,39.30384,"(39.30384, -76.60798)",Street,1
07/26/2017,1603,9S,1200 GREENMOUNT AV,SHOOTING,,FIREARM,311,EASTERN,Johnston Square,-76.60798,39.30384,"(39.30384, -76.60798)",Street,1
07/26/2017,350,9S,1700 SHERWOOD AV,SHOOTING,,FIREARM,415,NORTHEASTERN,Loch Raven,-76.58118,39.36025,"(39.36025, -76.58118)",Street,1
07/25/2017,1727,1F,5400 PRICE AV,HOMICIDE,,FIREARM,623,NORTHWESTERN,Woodmere,-76.68696,39.34755,"(39.34755, -76.68696)",Street,1
07/25/2017,1257,1F,2900 BELMONT AV,HOMICIDE,,FIREARM,813,SOUTHWESTERN,Rosemont,-76.66644,39.30344,"(39.30344, -76.66644)",Dwelling,1
07/25/2017,118,1F,4900 GREENSPRING AV,HOMICIDE,,FIREARM,532,NORTHERN,Cylburn,-76.65933,39.3492,"(39.3492, -76.65933)",Street,1
07/25/2017,30,9S,1300 WOODBOURNE AV,SHOOTING,,FIREARM,414,NORTHEASTERN,Woodbourne Heights,-76.59314,39.35417,"(39.35417, -76.59314)",Street,1
07/25/2017,19,9S,1700 W LOMBARD ST,SHOOTING,,FIREARM,933,SOUTHERN,Union Square,-76.64374,39.28633,"(39.28633, -76.64374)",Street,1
07/24/2017,1847,9S,1200 DRUID HILL AV,SHOOTING,,FIREARM,123,CENTRAL,Upton,-76.62772,39.30129,"(39.30129, -76.62772)",Street,1
07/24/2017,1750,9S,3600 HAYWARD AV,SHOOTING,,FIREARM,633,NORTHWESTERN,Arlington,-76.68169,39.34812,"(39.34812, -76.68169)",Street,1
07/24/2017,1547,9S,3200 LYNDALE AV,SHOOTING,,FIREARM,434,NORTHEASTERN,Four By Four,-76.57829,39.31648,"(39.31648, -76.57829)",Street,1
07/24/2017,1345,1O,300 W 27TH ST,HOMICIDE,,OTHER,511,NORTHERN,Remington,-76.62113,39.32017,"(39.32017, -76.62113)",Dwelling,1
07/24/2017,34,1O,2700 E FAYETTE ST,HOMICIDE,,OTHER,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57843,39.29452,"(39.29452, -76.57843)",Common Bus,1
07/23/2017,2115,9S,3800 BONVIEW AV,SHOOTING,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.56349,39.31502,"(39.31502, -76.56349)",Street,1
07/23/2017,2115,9S,3800 BONVIEW AV,SHOOTING,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.56349,39.31502,"(39.31502, -76.56349)",Street,1
07/23/2017,1555,9S,1100 HARFORD AV,SHOOTING,,FIREARM,311,EASTERN,Johnston Square,-76.60264,39.30303,"(39.30303, -76.60264)",Street,1
07/23/2017,237,1F,1100 WHITELOCK ST,HOMICIDE,,FIREARM,133,CENTRAL,Reservoir Hill,-76.63786,39.31254,"(39.31254, -76.63786)",Street,1
07/22/2017,2340,1F,500 BRUNSWICK ST,HOMICIDE,,FIREARM,841,SOUTHWESTERN,Millhill,-76.65925,39.27902,"(39.27902, -76.65925)",Street,1
07/22/2017,1627,9S,2100 HOLLINS ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.28703, -76.65021)",Street,1
07/22/2017,328,9S,2100 FREDERICK AV,SHOOTING,,FIREARM,842,SOUTHWESTERN,Boyd-Booth,-76.64999,39.28578,"(39.28578, -76.64999)",Street,1
07/22/2017,33,9S,2500 ARUNAH AV,SHOOTING,,FIREARM,721,WESTERN,Evergreen Lawn,-76.65903,39.29543,"(39.29543, -76.65903)",Street,1
07/21/2017,1951,1K,4500 EDMONDSON AV,HOMICIDE,,KNIFE,822,SOUTHWESTERN,Rognel Heights,-76.69288,39.29349,"(39.29349, -76.69288)",Common Bus,1
07/21/2017,1852,1O,1700 DARLEY AV,HOMICIDE,,OTHER,342,EASTERN,Darley Park,-76.59319,39.31471,"(39.31471, -76.59319)",Dwelling,1
07/21/2017,1651,9S,500 W HOFFMAN ST,SHOOTING,,FIREARM,123,CENTRAL,Upton,-76.62663,39.30035,"(39.30035, -76.62663)",Public Are,1
07/21/2017,338,9S,2400 ETTING ST,SHOOTING,,FIREARM,733,WESTERN,Penn North,-76.64109,39.31116,"(39.31116, -76.64109)",Street,1
07/21/2017,335,9S,3100 BOSTON ST,SHOOTING,,FIREARM,232,SOUTHEASTERN,Canton,-76.57217,39.27762,"(39.27762, -76.57217)",Street,1
07/21/2017,54,9S,400 N PACA ST,SHOOTING,,FIREARM,111,CENTRAL,Downtown,-76.62254,39.29405,"(39.29405, -76.62254)",Parking Lo,1
07/20/2017,54,9S,2100 HOLLINS ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.28703, -76.65021)",Street,1
07/20/2017,54,9S,2100 HOLLINS ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Boyd-Booth,-76.65021,39.28703,"(39.28703, -76.65021)",Street,1
07/19/2017,2328,9S,2000 N BENTALOU ST,SHOOTING,,FIREARM,731,WESTERN,Mondawmin,-76.65421,39.31072,"(39.31072, -76.65421)",Street,1
07/19/2017,2315,1K,100 W 25TH ST,HOMICIDE,,KNIFE,512,NORTHERN,Charles Village,-76.61851,39.31781,"(39.31781, -76.61851)",Dwelling,1
07/19/2017,2054,9S,6700 GRACELAND AV,SHOOTING,,FIREARM,243,SOUTHEASTERN,Graceland Park,-76.53223,39.28271,"(39.28271, -76.53223)",Street,1
07/19/2017,1623,9S,2400 DORTON CT,SHOOTING,,FIREARM,921,SOUTHERN,Westport,-76.64047,39.26229,"(39.26229, -76.64047)",Street,1
07/18/2017,2348,9S,1000 W LAFAYETTE AV,SHOOTING,,FIREARM,743,WESTERN,Sandtown-Winchester,-76.63459,39.29921,"(39.29921, -76.63459)",Street,1
07/18/2017,1411,9S,4200 NICHOLAS AV,SHOOTING,,FIREARM,442,NORTHEASTERN,Belair-Edison,-76.56403,39.3292,"(39.3292, -76.56403)",Street,1
07/18/2017,1344,1F,500 N FREMONT AV,HOMICIDE,,FIREARM,121,WESTERN,Heritage Crossing,-76.63207,39.29485,"(39.29485, -76.63207)",Parking Lo,1
07/18/2017,1344,9S,500 N FREMONT AV,SHOOTING,,FIREARM,121,WESTERN,Heritage Crossing,-76.63207,39.29485,"(39.29485, -76.63207)",Parking Lo,1
07/18/2017,1116,9S,2500 ROBB ST,SHOOTING,,FIREARM,411,NORTHEASTERN,Coldstream Homestead Mont,-76.5977,39.31885,"(39.31885, -76.5977)",Dwelling,1
07/17/2017,1909,1F,3300 W BALTIMORE ST,HOMICIDE,,FIREARM,842,SOUTHWESTERN,Saint Josephs,-76.67245,39.28583,"(39.28583, -76.67245)",Parking Lo,1
07/17/2017,1909,9S,3300 W BALTIMORE ST,SHOOTING,,FIREARM,842,SOUTHWESTERN,Saint Josephs,-76.67245,39.28583,"(39.28583, -76.67245)",Parking Lo,1
07/17/2017,9,9S,4800 GREENCREST RD,SHOOTING,,FIREARM,444,NORTHEASTERN,Frankford,-76.53861,39.32181,"(39.32181, -76.53861)",Alley,1
07/16/2017,2247,9S,1500 KENSETT ST,SHOOTING,,FIREARM,733,WESTERN,Penn North,-76.6431,39.31354,"(39.31354, -76.6431)",Street,1
07/16/2017,2137,9S,0 S GREENE ST,SHOOTING,,FIREARM,121,CENTRAL,University Of Maryland,-76.62367,39.28829,"(39.28829, -76.62367)",Street,1
07/16/2017,1742,9S,600 CHERRY HILL RD,SHOOTING,,FIREARM,922,SOUTHERN,Cherry Hill,-76.62228,39.25031,"(39.25031, -76.62228)",Parking Lo,1
07/16/2017,109,9S,2700 EDMONDSON AV,SHOOTING,,FIREARM,721,WESTERN,Mosher,-76.66151,39.29457,"(39.29457, -76.66151)",Vehicle,1
07/15/2017,2107,9S,3600 ELMORA AV,SHOOTING,,FIREARM,432,NORTHEASTERN,Belair-Edison,-76.56816,39.31591,"(39.31591, -76.56816)",Street,1
07/15/2017,2013,9S,2800 WENBURN ST,SHOOTING,,FIREARM,921,SOUTHERN,Westport,-76.63348,39.26371,"(39.26371, -76.63348)",Street,1
07/15/2017,1802,9S,4600 HARFORD RD,SHOOTING,,FIREARM,422,NORTHEASTERN,Lauraville,-76.57002,39.34229,"(39.34229, -76.57002)",Street,1
07/14/2017,2353,1F,100 REEDBIRD AV,HOMICIDE,,FIREARM,922,SOUTHERN,Cherry Hill,-76.61512,39.24941,"(39.24941, -76.61512)",Public Are,1
